"Season","Period","URL","Datetime","Tweet Id","Text","Username","Replies","Retweets","Likes","Location","Followers","Friends","Source"
"season19/20","period2","https://twitter.com/PredictionsBets/status/1221038476109451264","2020-01-25 11:53:53+00:00","1221038476109451264","#Soccer ⚽️ Netherlands #Eredivisie Odds
Heerenveen 🆚 AZ Alkmaar
Heracles 🆚 Feyenoord
Waalwijk 🆚 Venlo
Sparta Rotterdam 🆚 Sittard
Place bet #1xbet 👉 https://t.co/Fd0UyR0kLw
#Heerenveen #AZAlkmaar #Heracles #Feyenoord
#Waalwijk #Venlo #SpartaRotterdam #Sittard https://t.co/YWyiWiVFNT","PredictionsBets","0","0","1","","31","54","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period2","https://twitter.com/FCGShots/status/1221037707725504513","2020-01-25 11:50:49+00:00","1221037707725504513","Welcome in Groningen Görkem Can! #fcgroningen https://t.co/8Btw2Qc289","FCGShots","0","1","5","Groningen","284","45","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"season19/20","period2","https://twitter.com/HeraclesAFeed/status/1221036550810632192","2020-01-25 11:46:14+00:00","1221036550810632192","Vermoedelijke opstelling Feyenoord: één wijziging in de basiself #heracles https://t.co/j2HVvc99UG","HeraclesAFeed","0","0","0","Almelo, Overijssel","138","326","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>"
"season19/20","period2","https://twitter.com/psvinside/status/1221036379783618560","2020-01-25 11:45:33+00:00","1221036379783618560","John de Jong enthousiast over toptalent Noni Madueke https://t.co/OmgkzH6IFE #PSV https://t.co/b9MVBdFiy6","psvinside","0","0","2","Noord-Brabant, Nederland","11657","4627","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
"season19/20","period2","https://twitter.com/DiscordBetting/status/1221036148694429696","2020-01-25 11:44:38+00:00","1221036148694429696","FREE Tip: 01-25 17:30 Heerenveen-AZAlkmaar Winner (3-Way): home (Handicap 0) Odds 4.59 #heerenveen #azalkmaar #football #eredivisie #footballtoday #ma","DiscordBetting","0","0","0","Hannover, DE","167","429","<a href=""https://betting-algorithm.com"" rel=""nofollow"">BettingAlgorithm</a>"
"season19/20","period2","https://twitter.com/fjgabler/status/1221035803880706048","2020-01-25 11:43:16+00:00","1221035803880706048","Dick #Advocaat presteert bij stuurloos #Feyenoord als destijds de #Boer bij #Ajax. Beiden vanuit ‘n bestuurlijke #chaos en met een matig elftal. Dan top #presteren is heel uitzonderlijk.","fjgabler","0","0","0","Randstad Holland","38","22","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period2","https://twitter.com/psv_fansnl/status/1221035791952023552","2020-01-25 11:43:13+00:00","1221035791952023552","Verschueren geniet na van bekerstunt: ''In dit stadion kan echt alles'' https://t.co/2RSNGG93Xy #PSV https://t.co/FtvcUkVZw3","psv_fansnl","0","0","0","","9946","1910","<a href=""http://www.psvfans.nl"" rel=""nofollow"">psvfans website</a>"
"season19/20","period2","https://twitter.com/Soccernews_nl/status/1221035242594734080","2020-01-25 11:41:02+00:00","1221035242594734080","Bazoer richt pijlen op Feyenoord en PSV: Maar laten we niet overdrijven #vitesse #psv #feyenoord https://t.co/qpvsdUwt41 https://t.co/MU2Dcn6lzM","Soccernews_nl","0","1","0","Nederland","18762","8050","<a href=""http://www.soccernews.nl"" rel=""nofollow"">SoccernewsNL</a>"
"season19/20","period2","https://twitter.com/henkveen/status/1221035129969180672","2020-01-25 11:40:35+00:00","1221035129969180672","#WIN deze #AJAX #tekening ✍️ en #voorspel #groAJA 
#VOLG ons #BEIDE
en #RETWEET
@ajaxfanzonenl 

#AJAX laat heel @fcgroningen #fcgroningen 
op zijn grondvesten beven https://t.co/h08w0s104z","henkveen","30","14","11","Amsterdam","3411","2561","<a href=""https://onloft.com/tweetlogix"" rel=""nofollow"">Tweetlogix</a>"
"season19/20","period2","https://twitter.com/UtrechtFansNL/status/1221034344921346048","2020-01-25 11:37:28+00:00","1221034344921346048","Trefzekere Peterson geniet: ''Dit is waarom ik hierheen ben gekomen'' https://t.co/pCTbc5R4dy #FCUtrecht https://t.co/oi6LdGry2p","UtrechtFansNL","0","1","2","","2664","949","<a href=""http://www.utrechtfans.nl"" rel=""nofollow"">FC Utrecht App</a>"
"season19/20","period2","https://twitter.com/psv_fansnl/status/1221034165111525376","2020-01-25 11:36:45+00:00","1221034165111525376","Van Gerven, de gelukkige reservekeeper: ''Ik vond het een enorme eer'' https://t.co/y2UeF5rKWs #PSV https://t.co/ilS9sYyINz","psv_fansnl","0","0","0","","9946","1910","<a href=""http://www.psvfans.nl"" rel=""nofollow"">psvfans website</a>"
"season19/20","period2","https://twitter.com/RFeyenoordFeed/status/1221034032408006658","2020-01-25 11:36:13+00:00","1221034032408006658","Vermoedelijke opstelling Feyenoord: één wijziging in de basiself https://t.co/DgZzIEp8BT #feyenoord #feyenoordrotterdam","RFeyenoordFeed","0","0","0","Rotterdam, South Holland","184","279","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>"
"season19/20","period2","https://twitter.com/RFeyenoordFeed/status/1221034030730240000","2020-01-25 11:36:13+00:00","1221034030730240000","Bazoer richt pijlen op Feyenoord en PSV: 'Maar laten we niet overdrijven' https://t.co/DgZzIEp8BT #feyenoord #feyenoordrotterdam","RFeyenoordFeed","0","0","0","Rotterdam, South Holland","184","279","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>"
"season19/20","period2","https://twitter.com/RFeyenoordFeed/status/1221034028914089984","2020-01-25 11:36:12+00:00","1221034028914089984","'Egoïstische' Advocaat gekraakt: ""Daar steekt hij geen klauw naar uit"" https://t.co/DgZzIEp8BT #feyenoord #feyenoordrotterdam","RFeyenoordFeed","0","0","0","Rotterdam, South Holland","184","279","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>"
"season19/20","period2","https://twitter.com/FCGFans71/status/1221033200748834816","2020-01-25 11:32:55+00:00","1221033200748834816","Maduro promoveert als assistent-trainer: ''Een logische vervolgstap'' https://t.co/zopIssVCaS #FCGroningen https://t.co/Fk2ZW6YD1G","FCGFans71","0","0","0","Groningen","1472","135","<a href=""http://www.fcgfans.nl"" rel=""nofollow"">Twitter App Grunn</a>"
"season19/20","period2","https://twitter.com/psvinside/status/1221032979574583297","2020-01-25 11:32:02+00:00","1221032979574583297","Media en landelijke kranten genadeloos voor spelers en directie https://t.co/9a2uEt7sLJ #PSV https://t.co/yaJM9tGJCP","psvinside","0","0","0","Noord-Brabant, Nederland","11657","4627","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
"season19/20","period2","https://twitter.com/feyenoordpings/status/1221032775660244992","2020-01-25 11:31:14+00:00","1221032775660244992","Kompany benaderde Van Persie voor Anderlecht: ''Zag het als een mooi compliment'' https://t.co/SJSFtTaS2y #Feyenoord https://t.co/JQlFAa3bMr","feyenoordpings","0","0","0","Rotterdam","29122","1130","<a href=""http://www.feyenoordpings.nl"" rel=""nofollow"">Feyenoordpings.NL</a>"
"season19/20","period2","https://twitter.com/SN_Clickbait/status/1221032503286403073","2020-01-25 11:30:09+00:00","1221032503286403073","'Egoïstische' Advocaat gekraakt: ""Daar steekt hij geen klauw naar uit""

(#Feyenoord) https://t.co/fgKwmDJ7oi","SN_Clickbait","0","0","0","In the cloud","824","2","<a href=""https://twitter.com/SN_Image_Bot"" rel=""nofollow"">SN Clickbait Bot</a>"
"season19/20","period2","https://twitter.com/Soccernews_nl/status/1221032225325625345","2020-01-25 11:29:02+00:00","1221032225325625345","Egoïstische Advocaat gekraakt: ""Daar steekt hij geen klauw naar uit"" #feyenoord #herfey https://t.co/c7RNnlT84M https://t.co/zPbt6Jz3zV","Soccernews_nl","0","0","0","Nederland","18762","8050","<a href=""http://www.soccernews.nl"" rel=""nofollow"">SoccernewsNL</a>"
"season19/20","period2","https://twitter.com/fcuacademie/status/1221032152642359297","2020-01-25 11:28:45+00:00","1221032152642359297","FC Utrecht O14 speelt op deze toch wel koude middag tegen Feyenoord O14. 

https://t.co/MKa6YXucYy  
#fcutrecht #fcutrechtacademie #fcutrechtjeugd #jeugdvoetbal #talenten #utrecht #zoudenbalch @ Sportcomplex… https://t.co/UBtCMrLZuQ","fcuacademie","0","0","0","sportcomplex Zoudenbalch","859","99","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
"season19/20","period2","https://twitter.com/RoutePasSure/status/1221031280814493697","2020-01-25 11:25:17+00:00","1221031280814493697","📣 Le GRACG demande de respecter une frite de distance en doublant un cycliste ➡ #SécuritéRoutière #accident #route #vitesse #alcool #TéléphoneAuVolant https://t.co/ecBFX7c32I","RoutePasSure","0","0","1","France","864","3599","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>"
"season19/20","period2","https://twitter.com/AlexStolwijk/status/1221030938790055936","2020-01-25 11:23:56+00:00","1221030938790055936","😂😂😂😂 Onze prachtige club in een notendop. #PSV #Kapsalon https://t.co/lIiFpfM5n5","AlexStolwijk","0","0","0","Aalsmeer","908","2104","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"season19/20","period2","https://twitter.com/twentefans/status/1221030703720214535","2020-01-25 11:23:00+00:00","1221030703720214535","Garcia hoopt op versterkingen: ''Ik ben ook ongeduldig'' https://t.co/blsKPqiLNe #FCTwente https://t.co/OYIoX0dckj","twentefans","0","0","3","","38137","332","<a href=""http://www.twentefans.nl/"" rel=""nofollow"">Twentefans.nl</a>"
"season19/20","period2","https://twitter.com/JanHoekzema/status/1221030606345293824","2020-01-25 11:22:36+00:00","1221030606345293824","PSV in @veronicainside volledig gefileerd door de kenners aan tafel. Directeur Toon Gerbrands is eindverantwoordelijk en zal moeten vertrekken. Toon van dichtbij meegemaakt in Alkmaar, deze man neemt zichzelf veel te serieus. #PSV #Gerbrands","JanHoekzema","0","1","2","Alkmaar","799","1197","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"season19/20","period2","https://twitter.com/JohanTadema/status/1221029543898746881","2020-01-25 11:18:23+00:00","1221029543898746881","@FCAfkicken @voetblah Tijdens studententijd regelmatig naar de Jan Gijzenkade geweest. Mooiste wedstrijd 2-0 tegen PSV (Europacup 1-houder) #haarlem #psv 
https://t.co/aeErVFaNKx","JohanTadema","0","0","0","Sneek, The Netherlands","831","1213","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"season19/20","period2","https://twitter.com/Soccernews_nl/status/1221029458922168321","2020-01-25 11:18:03+00:00","1221029458922168321","PSV is nu echt alles kwijt in dit seizoen #psv https://t.co/jSPHs6SNXs https://t.co/5wwtXyyKO5","Soccernews_nl","0","0","0","Nederland","18762","8050","<a href=""http://www.soccernews.nl"" rel=""nofollow"">SoccernewsNL</a>"
"season19/20","period2","https://twitter.com/SN_Clickbait/status/1221028725875232769","2020-01-25 11:15:08+00:00","1221028725875232769","'Wolverhampton dolblij met komst #PSV'er: 'Geweldig zo'n speler te kunnen halen''

(Nigel Lonwijk) https://t.co/XpgGsTboBl","SN_Clickbait","0","0","0","In the cloud","824","2","<a href=""https://twitter.com/SN_Image_Bot"" rel=""nofollow"">SN Clickbait Bot</a>"
"season19/20","period2","https://twitter.com/CSLfutbol/status/1221028679968575495","2020-01-25 11:14:57+00:00","1221028679968575495","El nombre del #BeijingGuoan aparece en la rumorología del mercado de #fichajes. Según Thetimeshub, el club de Pekín estaría interesado en Fran Sol (27). El delantero español juega en el #DynamoKyiv desde el pasado mes de enero de 2019 tras un exitoso paso por el #WillemII https://t.co/vHwgfHs1Wx","CSLfutbol","0","1","4","Barcelona, España","10175","341","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period2","https://twitter.com/010byday/status/1221028187842367488","2020-01-25 11:13:00+00:00","1221028187842367488","Een schitterende #feyenoord #dekuip #foto op #canvas of #fotoprint aan de muur? Bestel vandaag nog via onze #webshop: https://t.co/cD55X7lFC2 #print #fineart #visualart #afdruk #art #stopfeyenoordcity #dekuip #wallart #herfey #matchday https://t.co/7VH5gT6HCI","010byday","0","0","1","Olympiaweg 4, Rotterdam","6688","3114","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
"season19/20","period2","https://twitter.com/Satchmodity/status/1221028113125167104","2020-01-25 11:12:42+00:00","1221028113125167104","#PSV https://t.co/6xuPSQVk5S","Satchmodity","0","0","0","Molazzana, Toscana","18","40","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"season19/20","period2","https://twitter.com/Soccernews_nl/status/1221027444741869573","2020-01-25 11:10:03+00:00","1221027444741869573","Wolverhampton dolblij met komst PSVer: Geweldig zon speler te kunnen halen #psv #wolves https://t.co/mbdSoC2jtx https://t.co/21KYnLfqHu","Soccernews_nl","0","0","0","Nederland","18762","8050","<a href=""http://www.soccernews.nl"" rel=""nofollow"">SoccernewsNL</a>"
"season19/20","period2","https://twitter.com/traiectum030/status/1221026482052640768","2020-01-25 11:06:13+00:00","1221026482052640768","Fotoverslag FC Utrecht - ADO Den Haag - https://t.co/3Jb2Dya3qe #fcutrecht #utrado #adodenhaag #denhaag via @fcutrechtnet","traiectum030","0","0","0","Utrecht","290","273","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
"season19/20","period2","https://twitter.com/DigiSpecialist/status/1221025925158113280","2020-01-25 11:04:00+00:00","1221025925158113280","@PSV Faber en zijn technische staf moeten gaan beseffen, dat als er geen enkele speler tot maximaal rendement komt, er andere oorzaken zijn. Het is niet een gebrek aan trots, of energie, want bij goed voetbal, verbruik je meestal juist minder energie. Doet de bal vaker het werk. #PSV","DigiSpecialist","1","0","0","Worldwide","1079","1491","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"season19/20","period2","https://twitter.com/hennie_rutgers/status/1221025625865170945","2020-01-25 11:02:49+00:00","1221025625865170945","@VoetbalPrimeur Die Ryan Koolwijk kan het weten, want hij heeft ook op hoog niveau gespeeld bij ODW en Excelsior. #Vitesse","hennie_rutgers","0","0","0","Arnhem, Nederland","279","512","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"season19/20","period2","https://twitter.com/henkveen/status/1221025597234786304","2020-01-25 11:02:42+00:00","1221025597234786304","#WIN deze #AJAX #tekening ✍️ en #voorspel #groAJA 
#VOLG ons #BEIDE
en #RETWEET
@ajaxfanzonenl 

#AJAX laat heel @fcgroningen #fcgroningen 
op zijn grondvesten beven https://t.co/h08w0s104z","henkveen","7","2","0","Amsterdam","3411","2561","<a href=""https://onloft.com/tweetlogix"" rel=""nofollow"">Tweetlogix</a>"
"season19/20","period2","https://twitter.com/HugodeGekste/status/1221024103190204419","2020-01-25 10:56:46+00:00","1221024103190204419","Zo is dat 🤛 #fcgroningen https://t.co/7vIaZlZ0rm","HugodeGekste","0","0","1","Groningen","662","329","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"season19/20","period2","https://twitter.com/DigiSpecialist/status/1221023904216637446","2020-01-25 10:55:58+00:00","1221023904216637446","@PSV Behalve dat z'n teksten beter zijn en de veldbezetting iets beter is, maakt hij verder dezelfde, onbegrijpelijke fouten als v. Bommel. Spelers op verkeerde posities moeten automatisch dingen doen waar ze minder goed in zijn en een aantal horen niet eens in het 1e te spelen. #PSV","DigiSpecialist","1","0","1","Worldwide","1079","1491","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"season19/20","period2","https://twitter.com/RoutePasSure/status/1221023681654206464","2020-01-25 10:55:05+00:00","1221023681654206464","📣 Un motard est mort dans un accident de la route en Haute-Saône ➡ #SécuritéRoutière #accident #route #vitesse #alcool #TéléphoneAuVolant https://t.co/pddr4d56DO","RoutePasSure","0","0","0","France","864","3599","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>"
"season19/20","period2","https://twitter.com/groengeelharttv/status/1221023533008150528","2020-01-25 10:54:30+00:00","1221023533008150528","Uithuilen en…….. https://t.co/KLxfxfeQZV #ADO #FCDH #ADODENHAAG","groengeelharttv","0","0","1","Den Haag","3929","277","<a href=""http://www.groengeelhart.nl"" rel=""nofollow"">GGHtoWP</a>"
"season19/20","period2","https://twitter.com/YvoOsterloh/status/1221022652070080513","2020-01-25 10:51:00+00:00","1221022652070080513","Wat zou het fijn zijn om met club en al dit stadion te verlaten. @GelreDome heeft na ruim twintig jaar vrijwel niets meer met #Vitesse en/of de supporters (lees: klanten) te maken. https://t.co/1yrYL3maSe","YvoOsterloh","2","5","22","Gelderland, Nederland","588","2021","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"season19/20","period2","https://twitter.com/HenkAlbers1970/status/1221021425030647811","2020-01-25 10:46:07+00:00","1221021425030647811","Spelersklassement en statistieken SC #Cambuur in Keuken Kampioen Divisie 2019-2020 zijn bijgewerkt na de 3-1 zege op Jong #FCUtrecht #KKD #mooifut 
https://t.co/SjDt2eFqJu","HenkAlbers1970","0","0","0","Leeuwarden Mooifut","4082","428","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period2","https://twitter.com/iaiz81/status/1221020490875228160","2020-01-25 10:42:25+00:00","1221020490875228160","The joys of working on a Saturday! 

#marine #vessel #boat #psv #working #crane #sunny #water #sea @ ASCO North Base https://t.co/pzd7JjqJ2b","iaiz81","0","0","0","","293","2074","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
"season19/20","period2","https://twitter.com/FCGFans71/status/1221020417030270976","2020-01-25 10:42:07+00:00","1221020417030270976","BREAKING | FC Groningen legt talentvolle Duitse verdediger vast https://t.co/12oVgyaEqA #FCGroningen https://t.co/Hkt4cgSgee","FCGFans71","0","0","2","Groningen","1472","135","<a href=""http://www.fcgfans.nl"" rel=""nofollow"">Twitter App Grunn</a>"
"season19/20","period2","https://twitter.com/psv_fansnl/status/1221020050771054593","2020-01-25 10:40:40+00:00","1221020050771054593","Supporterscollectief geen fan van BeNeLiga: ''Er zal veel verzet komen'' https://t.co/yGJpQsvcYt #PSV https://t.co/v5gxhyE8ah","psv_fansnl","0","0","0","","9946","1910","<a href=""http://www.psvfans.nl"" rel=""nofollow"">psvfans website</a>"
"season19/20","period2","https://twitter.com/TMnl_news/status/1221019892750733312","2020-01-25 10:40:02+00:00","1221019892750733312","Willem II neemt revelatie Ndayishimiye definitief over van NEC https://t.co/Lb6Wfjr8eI #transfermarkt #ndayishimiye #willemii #necnijmegen","TMnl_news","0","0","0","","1411","118","<a href=""http://www.transfermarkt.de/"" rel=""nofollow"">TM Poster</a>"
"season19/20","period2","https://twitter.com/UtrechtFansNL/status/1221019844948234240","2020-01-25 10:39:51+00:00","1221019844948234240","Supporterscollectief geen fan van BeNeLiga: ''Er zal veel verzet komen'' https://t.co/xM5jGvQlkP #FCUtrecht https://t.co/LUCqwQkpjR","UtrechtFansNL","0","0","1","","2664","949","<a href=""http://www.utrechtfans.nl"" rel=""nofollow"">FC Utrecht App</a>"
"season19/20","period2","https://twitter.com/VitesseInside/status/1221019516970393601","2020-01-25 10:38:32+00:00","1221019516970393601","Supporterscollectief geen fan van BeNeLiga: ''Er zal veel verzet komen'' https://t.co/NmUo7J4H6s #vitesse https://t.co/V8MtAYA0rK","VitesseInside","0","0","0","Arnhem, The Netherlands","3401","67","<a href=""http://www.vitesseinside.nl"" rel=""nofollow"">VitesseInside</a>"
"season19/20","period2","https://twitter.com/psvinside/status/1221019262220791808","2020-01-25 10:37:32+00:00","1221019262220791808","Marcel Brands en Ancelotti denken aan transfer Hirving Lozano naar Everton https://t.co/JuBuz2gskz #PSV https://t.co/JYtuO54bK0","psvinside","0","0","3","Noord-Brabant, Nederland","11657","4627","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
"season19/20","period2","https://twitter.com/DigiSpecialist/status/1221019255933689856","2020-01-25 10:37:30+00:00","1221019255933689856","Straks nog 2 transferperiodes zonder EU-voetbal te bieden, kan zomaar fataal zijn voor ons #PSV. Zie je dan nog maar eens significant te versterken, om het bij die 2 te houden. Als Hiddink het nog kan vlottrekken voor ons, verdient hij een standbeeld, maar ik vrees de toekomst.","DigiSpecialist","0","0","1","Worldwide","1079","1491","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"season19/20","period2","https://twitter.com/FCGFans71/status/1221018943231537155","2020-01-25 10:36:16+00:00","1221018943231537155","Supporterscollectief geen fan van BeNeLiga: ''Er zal veel verzet komen'' https://t.co/JeVxXz99hH #FCGroningen https://t.co/NWYw2xBPjb","FCGFans71","0","0","0","Groningen","1472","135","<a href=""http://www.fcgfans.nl"" rel=""nofollow"">Twitter App Grunn</a>"
"season19/20","period2","https://twitter.com/twentefans/status/1221018683008569346","2020-01-25 10:35:14+00:00","1221018683008569346","Supporterscollectief geen fan van BeNeLiga: ''Er zal veel verzet komen'' https://t.co/YyL3OjcXu8 #FCTwente https://t.co/eKwvvtNjKE","twentefans","0","0","3","","38137","332","<a href=""http://www.twentefans.nl/"" rel=""nofollow"">Twentefans.nl</a>"
"season19/20","period2","https://twitter.com/feyenoordpings/status/1221017948103630850","2020-01-25 10:32:18+00:00","1221017948103630850","Bazoer zet hoog in met Vitesse: ''Feyenoord is wisselvallig'' https://t.co/lfiP7qShDH #Feyenoord https://t.co/upwmeYhiE5","feyenoordpings","0","0","0","Rotterdam","29122","1130","<a href=""http://www.feyenoordpings.nl"" rel=""nofollow"">Feyenoordpings.NL</a>"
"season19/20","period2","https://twitter.com/FeanOnline/status/1221017943095554049","2020-01-25 10:32:17+00:00","1221017943095554049","Supporterscollectief geen fan van BeNeLiga: ''Er zal veel verzet komen'' https://t.co/cxCL7TlGFX #SCHeerenveen https://t.co/SVVjAAfs2w","FeanOnline","0","0","2","Heerenveen, the Netherlands","5832","1482","<a href=""http://www.feanonline.nl"" rel=""nofollow"">FeanOnline</a>"
"season19/20","period2","https://twitter.com/twentefans/status/1221017366668218368","2020-01-25 10:30:00+00:00","1221017366668218368","'Faber wijzigt elftal op drie posities tegen FC Twente' https://t.co/GSYuZz62M5 #FCTwente https://t.co/KR7zMakUwG","twentefans","0","0","1","","38137","332","<a href=""http://www.twentefans.nl/"" rel=""nofollow"">Twentefans.nl</a>"
"season19/20","period2","https://twitter.com/RoutePasSure/status/1221016189389934592","2020-01-25 10:25:19+00:00","1221016189389934592","📣 Nègrepelisse. Opération police municipale-gendarmerie ➡ #SécuritéRoutière #accident #route #vitesse #alcool #TéléphoneAuVolant https://t.co/euJq31cweS","RoutePasSure","0","0","0","France","864","3599","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>"
"season19/20","period2","https://twitter.com/psvinside/status/1221015369642463232","2020-01-25 10:22:04+00:00","1221015369642463232","Johan Derksen claimt bizarre ontslagreden: ‘Van Bommel heeft de teamdiscipline niet gehandhaafd’ https://t.co/ZbX9K0T3eN #PSV https://t.co/bsRcx2068A","psvinside","0","0","0","Noord-Brabant, Nederland","11657","4627","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
"season19/20","period2","https://twitter.com/nosurrender65/status/1221014959972372480","2020-01-25 10:20:26+00:00","1221014959972372480","Al die grote mondjes over PSV... Twente lijkt de ultieme club te zijn van de tegenpartij om de gifbeker aan de kant te zetten. Of ik vertrouwen heb in onze FC? Nee absoluut niet! Beleid blijft KUT en de hoge heren hebben grootheidswaanzin. #fctwente","nosurrender65","10","0","25","Enschede, Nederland","1639","1068","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"season19/20","period2","https://twitter.com/TMnl_news/status/1221014859149651970","2020-01-25 10:20:02+00:00","1221014859149651970","'Van Bommel ontslagen omdat spelers ongezond mochten eten' https://t.co/OM0duVUYHX #transfermarkt #vanbommel #lask #psv","TMnl_news","0","0","0","","1411","118","<a href=""http://www.transfermarkt.de/"" rel=""nofollow"">TM Poster</a>"
"season19/20","period2","https://twitter.com/aandewand/status/1221014800760745984","2020-01-25 10:19:48+00:00","1221014800760745984","#fcutrecht @fcutrecht @Galgenwaard030 waarom zaten er gisteren bij #utrado 2 mannen in het scorebord aan de #stadszijde?","aandewand","1","0","0","Groep Rood","62","249","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period2","https://twitter.com/fcutrecht/status/1221014605197123586","2020-01-25 10:19:01+00:00","1221014605197123586","🗒️ De eerste uitslagen op Sportcomplex Zoudenbalch zijn binnen. Er is flink gescoord!

FC Utrecht O9 22-25 @SpartaRotterdam
FC Utrecht O10 44-8 @mijnfcdenbosch
FC Utrecht O12 5-14 @AFCAjax O12

Straks spelen de O14 en O19 tegen @Feyenoord.

Succes boys!

#fcutrecht https://t.co/GnRKD8Qoz0","fcutrecht","2","0","9","Stadion Galgenwaard, Utrecht","75954","44","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"season19/20","period2","https://twitter.com/Soccernews_nl/status/1221013349640691720","2020-01-25 10:14:02+00:00","1221013349640691720","Bazoer blij bij Vitesse: ""Natuurlijk is dit een heel leuke positie"" #vitesse #bazoer https://t.co/YURYSgGqIb https://t.co/l77fNAUyNN","Soccernews_nl","0","0","0","Nederland","18762","8050","<a href=""http://www.soccernews.nl"" rel=""nofollow"">SoccernewsNL</a>"
"season19/20","period2","https://twitter.com/PECZwolle/status/1221013109038637057","2020-01-25 10:13:05+00:00","1221013109038637057","Matchfacts Willem II - PEC Zwolle: https://t.co/B8fjmp9Kn4 #wilpec #peczwolle https://t.co/KaMaCYywwj","PECZwolle","1","0","2","Zwolle, Nederland","68171","125","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"season19/20","period2","https://twitter.com/ENVSN56/status/1221012742015942658","2020-01-25 10:11:37+00:00","1221012742015942658","💨💨Formation sur les paramètres de la #vitesse en #voile et l'optimisation des engins pour favoriser la montée en compétence des #entraîneurs de la @FFVoile avec Paul Iachkine, Yves Clouet et Bertrand Dumortier
Lire l'article ↪️https://t.co/y0nQTf7rCG https://t.co/45r4JiC3BM","ENVSN56","0","2","2","Saint-Pierre-Quiberon","1302","368","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
"season19/20","period2","https://twitter.com/UtrechtFansNL/status/1221012691092942848","2020-01-25 10:11:25+00:00","1221012691092942848","Bazoer zet hoog in met Vitesse: ''FC Utrecht is wisselvallig'' https://t.co/kxqrF2jPv9 #FCUtrecht https://t.co/Yq3FQAccDE","UtrechtFansNL","0","0","0","","2664","949","<a href=""http://www.utrechtfans.nl"" rel=""nofollow"">FC Utrecht App</a>"
"season19/20","period2","https://twitter.com/bspiervanzwicht/status/1221012077659246593","2020-01-25 10:08:59+00:00","1221012077659246593","#herFEY .... altijd lastig ... 💪🏼👍🏼🔴⚪️⚫️💪🏼👍🏼👊🏼 #Feyenoord https://t.co/0Hw7gjkVjZ","bspiervanzwicht","0","0","0","Blaricum & Utrecht","302","735","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"season19/20","period2","https://twitter.com/psv_fansnl/status/1221011986663792640","2020-01-25 10:08:37+00:00","1221011986663792640","Bazoer zet hoog in met Vitesse: ''PSV is wisselvallig'' https://t.co/u2nh1rpy6D #PSV https://t.co/XcdxSArN8H","psv_fansnl","0","0","1","","9946","1910","<a href=""http://www.psvfans.nl"" rel=""nofollow"">psvfans website</a>"
